filename,al10_drop,al10_last,al10_mean,al10_min,al10_p10,al10_slope,al10_std,al_drop,al_last,al_mean,al_min,al_p10,al_slope,al_std,mot_max,mot_mean,sf10_drop,sf10_last,sf10_mean,sf10_min,sf10_p10,sf10_slope,sf10_std,sf_drop,sf_last,sf_mean,sf_min,sf_p10,sf_slope,sf_std,worst_patch
exact-r2__9246f4c2cfaf94dbb9aaf761e9ed5784d548c111__粽子菇__v908__crown__619a8663__c0.mp4,0.93734705,0.06372662,0.14785202,0.052072026,0.057793885,-0.018139221668685153,0.2166878,0.5833764,0.47683555,0.5831631,0.41052124,0.47114503,-0.01708738977023265,0.14086033,0.18454322218894958,0.13515082001686096,0.773471,0.23005298,0.40978757,0.21594821,0.23462339,-0.024817213371926154,0.18953349,0.43695444,0.62840515,0.7183138,0.5572532,0.62312233,-0.013520952269965027,0.106759556,0.13935035467147827
base-noprop__9fbd18735103fe1b5d2240e6fd020546f1e15e3a__粽子菇__v0__e694f714__c0.mp4,0.78332615,0.21101761,0.4225021,0.1980691,0.20085165,-0.03776711464046018,0.29018515,0.46741533,0.53599536,0.6938992,0.52246463,0.5301102,-0.025000618851703148,0.1787598,0.3162362575531006,0.19823598861694336,0.26079535,0.74145925,0.815531,0.7206,0.7229675,-0.012483123203982491,0.089988016,0.15683585,0.8429964,0.89213514,0.83304614,0.8349435,-0.00788112055407211,0.056376476,0.4585212767124176
exact-r2__60d3f25a0f1d299931711b15c4b35f349c86c157__毒蘑菇__v612__scooter__1d27755f__c0.mp4,0.77003205,0.19846514,0.59097445,0.18607832,0.19266836,-0.038722524544584885,0.27924222,0.1901927,0.7932546,0.88186204,0.7886299,0.79407257,-0.00883815646642755,0.06276175,0.11247187852859497,0.05805855244398117,0.17809838,0.8145355,0.8613141,0.7804025,0.8089217,-0.006021164622702624,0.045751996,0.08461285,0.9052308,0.9399206,0.89745,0.9018515,-0.003535497565514488,0.025053421,0.38409191370010376
base-props__5fb311357441af70b6b5eaa1482d7a943ed2f0ac__爆炸菇（爆炸前）__v362__flag__46fe29b1__c0.mp4,0.36721098,0.68082416,0.7903743,0.62497675,0.65162337,-0.015558971541201175,0.12067818,0.107474804,0.9013181,0.9315576,0.8854464,0.8982613,-0.004414510703369541,0.0334801,0.06244474649429321,0.030978959053754807,0.15779036,0.8668698,0.8921727,0.8343974,0.84549576,-0.00599737406483751,0.048923552,0.046185076,0.9530375,0.96253663,0.94709736,0.949566,-0.0018645868353221922,0.014729784,0.427318811416626
exact-r1__34495e2b0882ddeaad3237f3947906d32c637b3c__爆炸菇（爆炸后）__v347__coffee__78676887__c0.mp4,0.77205414,0.34491253,0.65516204,0.21659584,0.24779046,-0.040056878708214616,0.2919286,0.23082674,0.7842586,0.8856364,0.76073706,0.7693319,-0.01145890814513558,0.08176709,0.13254553079605103,0.05411146953701973,0.19895154,0.8048545,0.88310033,0.7896985,0.7936355,-0.009711610057608431,0.06791288,0.10863167,0.8834196,0.93974787,0.88293207,0.8887616,-0.005285244744285781,0.03641678,0.1932818442583084
exact-r1__18550aeb254f3fee4e7bf9994a4d3d285dbf113e__爆炸菇（爆炸前）__v155__glasses__f5b23df7__c0.mp4,0.72030413,0.11533918,0.25760183,0.10784653,0.11255723,-0.018060261692866505,0.15847114,0.53729403,0.40626273,0.5909633,0.3936836,0.3992424,-0.020065925661989836,0.15049784,0.35458874702453613,0.252592533826828,0.3144275,0.6217574,0.7374572,0.58950937,0.5984146,-0.011692496156504023,0.08933153,0.21235543,0.75113845,0.8435557,0.7470556,0.74841917,-0.008873942989134506,0.06575251,0.3180537819862366
base-noprop__26dbb8ae31663566874e3c69116675e0a5c2f687__吐司菇__v0__fb6841e0__c0.mp4,0.16665328,0.8334569,0.857268,0.7644614,0.7928748,-0.001578952660673694,0.049356464,0.06836659,0.9236287,0.93360585,0.89994645,0.90772074,-0.0007277020352631111,0.01962781,0.03909868001937866,0.018702877685427666,0.06834638,0.86720526,0.8980881,0.86720526,0.8765674,-0.0012904925073088393,0.019070012,0.035099268,0.93981355,0.95230883,0.9373999,0.93998176,-0.0006496609435250944,0.010104225,0.48722174763679504
base-noprop__28a40bdc8031c3ded5a744a31c764d0180862532__炸虾菇__v0__390f19c5__c0.mp4,0.48239452,0.5876523,0.6056799,0.43875962,0.44802693,-0.017246273548706743,0.14947245,0.17130393,0.84410715,0.84913826,0.78842443,0.79778504,-0.005856934154457721,0.051557254,0.11627763509750366,0.07230798155069351,0.1272012,0.83639723,0.84139574,0.8070806,0.80841017,-0.004297478632493449,0.037938744,0.07047176,0.9209287,0.92144626,0.89959717,0.903873,-0.0021253626926143183,0.02059345,0.6363905072212219
exact-r1__95d180ac0df94262f8aebe30fe54f9db640fe821__毒蘑菇__v935__bubble__8f7ac22e__c0.mp4,0.63080585,0.53641236,0.7041748,0.356185,0.4014996,-0.028557426078988635,0.20543545,0.17366433,0.8733636,0.9026745,0.818722,0.835235,-0.007510298266712361,0.054541316,0.06242024898529053,0.026363063603639603,0.29571152,0.7871258,0.83066905,0.6912792,0.73858017,-0.01098710545909263,0.0887627,0.11562562,0.92771345,0.92903745,0.8767607,0.8799624,-0.004455742451984417,0.036376074,0.19676922261714935
exact-r1__4738bebba8757a16e0b094a37be38bbf14855865__粽子菇__v453__scooter__bbb8a614__c0.mp4,0.88080305,0.10143936,0.27050227,0.09620217,0.09694266,-0.033667035702719054,0.2916932,0.5057025,0.47917357,0.6641118,0.47917357,0.48768893,-0.023903914708865038,0.16590232,0.24789798259735107,0.1623333990573883,0.45784414,0.52894235,0.6515059,0.5193435,0.527628,-0.020740725482876598,0.15385634,0.26161993,0.7250334,0.8264452,0.7250334,0.73309714,-0.012699363377725672,0.08678274,0.33577197790145874
generic__1cf0944b8af6ac43f6f7e794a0d68118b7de888c__蘑菇力__v105__coffee__c045b076__c0.mp4,0.31876767,0.71177906,0.835565,0.6691272,0.68749285,-0.015401900580278035,0.11170751,0.09636742,0.905252,0.939053,0.8964553,0.90372115,-0.004747076585829962,0.034633674,0.05116105079650879,0.026497378945350647,0.1309604,0.8694645,0.9089061,0.8569344,0.86295056,-0.006535931184828985,0.050256547,0.04593438,0.9499018,0.9655503,0.9468941,0.95032525,-0.00216051641660246,0.0161643,0.519950270652771
exact-r1__45443570796936e108082092b3fa858f1cf9ba6f__吐司菇__v435__bubble__d4476470__c0.mp4,0.62847817,0.33726507,0.5369466,0.32011178,0.3344289,-0.030741592876524792,0.22180463,0.33339536,0.62467355,0.7755973,0.62467355,0.6468164,-0.016743275605642736,0.113683455,0.22200673818588257,0.0908699780702591,0.38228053,0.7543106,0.7537039,0.568007,0.6126989,-0.010243168697055625,0.104199305,0.17523754,0.8466803,0.8664673,0.7999662,0.8098883,-0.006740113492068559,0.055385537,0.23334480822086334
generic__152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29__蘑菇力__v75__scooter__f217b500__c0.mp4,0.91054845,0.85217303,0.39665815,0.07181323,0.07304165,-0.019940488379110013,0.34395567,0.56241614,0.93415624,0.7056335,0.42704624,0.4325122,-0.011731018809226189,0.20302463,0.4100770950317383,0.20898883044719696,0.28095198,0.9127414,0.83212996,0.7014097,0.7077069,-0.005744705617192218,0.09066882,0.15501744,0.96170723,0.91462237,0.8370705,0.839118,-0.0033411049088941753,0.052015968,0.5128567218780518
exact-r1__623a70f05bf53aa3dd7e02808f409d8dafde1d7c__爆炸菇（爆炸后）__v617__scooter__b8963715__c0.mp4,0.9734589,0.027172254,0.44831648,0.01201985,0.023867361,-0.05615838555243647,0.39309135,0.6035524,0.4094445,0.72041893,0.38494116,0.40714565,-0.03373183972632933,0.23484643,0.31603091955184937,0.14813387393951416,0.47549176,0.57785964,0.7875379,0.5099871,0.56698626,-0.023259669542312622,0.163128,0.2914716,0.7084578,0.8685528,0.7009721,0.7034603,-0.01606169089733848,0.11344578,0.2750827670097351
exact-r1__db5946ea1cbac3f670575cbc00262fee4918e14a__炸虾菇__v1372__flag__e3021cc8__c0.mp4,0.5705234,0.37621146,0.59463304,0.35301456,0.36168942,-0.029978550469922458,0.20330004,0.23899055,0.7360976,0.82843906,0.7325792,0.7327542,-0.012677409785538331,0.08650196,0.07346618175506592,0.041028644889593124,0.4085467,0.52730006,0.69150156,0.51499116,0.5218047,-0.022218779318417477,0.15129468,0.17751014,0.80411017,0.8694677,0.80148625,0.8038126,-0.009249662634412296,0.0637889,0.3581424355506897
exact-r2__730702bed82aaf1a0c1093664b6b45d5254520a9__爆炸菇（爆炸前）__v723__eyemask__f6753a50__c0.mp4,0.5620602,0.41045743,0.65559584,0.4086097,0.41068488,-0.026544560615724248,0.1889159,0.15338981,0.83382034,0.8919323,0.83382034,0.83473843,-0.00647629296826751,0.046510614,0.08635455369949341,0.048475123941898346,0.17401987,0.79768395,0.84712106,0.79768395,0.79960185,-0.0058974445808546395,0.046550322,0.06801021,0.91961145,0.94040745,0.91961145,0.9204326,-0.002545717205454725,0.018523106,0.41827014088630676
exact-r1__392410131274da938ab5d7413fe09371ec7bf3ff__粽子菇__v372__flag__111364cb__c0.mp4,0.860224,0.13421114,0.49625415,0.13324587,0.13491786,-0.046819437501341,0.3232519,0.36147112,0.63404256,0.7967414,0.63404256,0.642146,-0.019131410322170472,0.13062984,0.19539660215377808,0.10330475121736526,0.27232063,0.72435194,0.82051444,0.7211493,0.72624433,-0.013439788472039912,0.09451672,0.16612798,0.82943916,0.90004605,0.82943916,0.8335534,-0.00869846980091142,0.059993464,0.35293012857437134
exact-r2__34b54af8a5899c7c22353eaac7f1689280af08bd__蘑菇力__v350__scooter__5163f449__c0.mp4,0.8723787,0.1108129,0.43492803,0.11016402,0.11096927,-0.04791820255428437,0.33618718,0.3715043,0.62086236,0.8031748,0.6206707,0.6218852,-0.02051710988221906,0.13859338,0.2487543821334839,0.1266036182641983,0.28288788,0.7058767,0.82337606,0.6996548,0.7039284,-0.014209872649121201,0.095693424,0.124862194,0.86881983,0.9297784,0.8675469,0.86984754,-0.006484384416591507,0.043851316,0.49130961298942566
generic__b166561176afda3a52cc9957753e6b2a097c6778__爆炸菇（爆炸前）__v708__glasses__ebc7f03d__c0.mp4,0.17506075,0.79621506,0.7894065,0.7292552,0.7440332,-0.0027756166787958,0.04046588,0.05830419,0.9152856,0.91924435,0.90204096,0.90844023,-0.0011453668001612251,0.013201604,0.04909694194793701,0.03750317916274071,0.04763317,0.8943014,0.8960223,0.8843858,0.888428,-0.0005172426874929631,0.009333469,0.025231779,0.9539119,0.9567477,0.9511379,0.9528688,-0.0004973115892749506,0.005521705,0.5493743419647217
base-noprop__691bb9a71d598e287cbef46044bd6aef8fa79960__爆炸菇（爆炸后）__v0__8dfaef03__c0.mp4,0.71349764,0.9696864,0.5860065,0.26803446,0.27919674,0.006074183837698369,0.29239967,0.16241568,0.9826597,0.89886945,0.82994694,0.8312631,0.0011634649966545361,0.062462218,0.08061563968658447,0.04482526704668999,0.20881587,0.96968645,0.86368775,0.7727163,0.7830532,0.0014616598489256229,0.075880304,0.08385426,0.9841504,0.9436947,0.9085084,0.9105271,0.00047072803550085704,0.031166509,0.3544486463069916
exact-r1__c3ddf9205086e5bee83b50f2c6758e8462dc5ace__爆炸菇（爆炸前）__v1224__coffee__a6ddb6ff__c0.mp4,0.7824565,0.86467886,0.669138,0.19026467,0.19847183,-0.01772393000573509,0.30293536,0.3502561,0.9440721,0.86399525,0.63535947,0.67667,-0.007179409265518195,0.11970078,0.2230115532875061,0.07179290056228638,0.22444111,0.91125077,0.87453425,0.7501248,0.7844607,-0.0034319697161437155,0.059837937,0.12987441,0.9610781,0.9357882,0.858371,0.87554693,-0.0022153467411109005,0.03749631,0.23512525856494904
exact-r1__631681b89d48f73fa9b84e8c908a589e6776cc2c__爆炸菇（爆炸后）__v623__scooter__7a01a60b__c0.mp4,0.42716873,0.72323906,0.8040367,0.55264044,0.6424672,-0.011451094223576586,0.12727484,0.13765144,0.90517664,0.9269475,0.8531532,0.87170696,-0.003992526604252836,0.03988549,0.0717843770980835,0.029172513633966446,0.1751579,0.8707322,0.8939059,0.8046513,0.835552,-0.005194070782114887,0.049823854,0.06700212,0.94555193,0.95612013,0.9249376,0.9352304,-0.002215309812146224,0.020137545,0.5751410126686096
exact-r1__49e4303b44fcc27a48dcbb9fedc8fd22431b34ff__毒蘑菇__v472__eyemask__5bdac16e__c0.mp4,0.88130033,0.09349168,0.24956341,0.09349168,0.094351165,-0.02894100934090351,0.25579184,0.622121,0.35950267,0.52148825,0.3585764,0.36385733,-0.025803221308666736,0.19413254,0.351777583360672,0.2678500711917877,0.42637813,0.56860536,0.6525455,0.5484139,0.5602617,-0.01598783826875121,0.12620248,0.28153425,0.7104285,0.7893383,0.7074588,0.7105019,-0.01224591727313319,0.08852078,0.20909667015075684
exact-r1__bbfb3f8d2ea190b8b909c93b9f01e4a1965419b1__爆炸菇（爆炸后）__v1178__bubble__a0db171b__c0.mp4,0.7302081,0.20949222,0.43485814,0.20949222,0.2231557,-0.03513605969225465,0.27286395,0.57079756,0.40570638,0.6618047,0.40570638,0.43209228,-0.02935096276960826,0.19906707,0.25508153438568115,0.14261631667613983,0.44769207,0.49489,0.6276517,0.49200824,0.4976744,-0.02165110809765315,0.17464559,0.32190388,0.65752405,0.80442095,0.65752405,0.68451333,-0.015533428536102262,0.10520232,0.30066990852355957
exact-r1__f5956eb61a549d5be8e0160eeae49cb4cbf25a86__蘑菇力__v1548__eyemask__6bd3e0ce__c0.mp4,0.9253532,0.07047082,0.23853253,0.06947971,0.07023684,-0.024390238392435513,0.21770442,0.5516667,0.4485949,0.60599905,0.44370013,0.44641367,-0.018264986368507246,0.14048643,0.3386131525039673,0.2313595712184906,0.38115704,0.62886673,0.69409317,0.61367583,0.6298133,-0.011525393828101782,0.10024144,0.22308451,0.77228236,0.83735853,0.77228236,0.77902734,-0.007382286454849087,0.056354336,0.21304896473884583
exact-r2__d1cbac6a456f79a41730e92a0d258e6c48cc9f72__蘑菇力__v1303__bubble__187cc260__c0.mp4,0.88906753,0.15022272,0.29192775,0.10371652,0.10756363,-0.031217510889288,0.28409508,0.68515825,0.34996712,0.5613479,0.31095266,0.3199184,-0.03520580451832459,0.25674194,0.40592294931411743,0.2176705300807953,0.68715525,0.3329924,0.46652144,0.30562887,0.3139156,-0.024229562712516715,0.22466207,0.33132756,0.66987026,0.77901846,0.66478336,0.67694527,-0.01544901204439023,0.10988206,0.15960896015167236
generic__5626b130f196987d62f6d0c5c5db38f271c3a918__蘑菇力__v324__eyemask__8aa782fc__c0.mp4,0.6379214,0.29434097,0.4317011,0.28102773,0.2945727,-0.02093387412812871,0.17663822,0.20968801,0.74218595,0.7989688,0.74218595,0.74842507,-0.007421450652623855,0.059216335,0.154549241065979,0.11630310863256454,0.13558686,0.80868137,0.8371881,0.80031514,0.80770755,-0.0039011592803736565,0.034185432,0.07538712,0.8967352,0.91527194,0.89487267,0.8969824,-0.0026658468331272962,0.0204989,0.4549022614955902
exact-r2__79338d48a690fd016313c198f04a3dc484b6e14f__毒蘑菇__v755__flag__ebd0d94e__c0.mp4,0.4610713,0.52806824,0.68847674,0.5005628,0.5158123,-0.02192841199311344,0.15427677,0.18449116,0.7944255,0.86075217,0.7920071,0.7944863,-0.009145902845228144,0.06391462,0.07067751884460449,0.041600726544857025,0.22766382,0.73742765,0.8095723,0.7339704,0.73731565,-0.010371524708073135,0.073935054,0.12705809,0.8590008,0.90235287,0.8571093,0.8588717,-0.006344080206904946,0.044970512,0.33109617233276367
base-props__1d5a1c958b3030b64164f55cfb9fdefdf2716651__汉堡菇__v107__flag__30c943b7__c0.mp4,0.83244693,0.1523641,0.62706244,0.1507636,0.15224192,-0.045864930207079116,0.3382187,0.34056938,0.646991,0.8608447,0.64549845,0.64852923,-0.01719764628900371,0.1257784,0.22188448905944824,0.07999237626791,0.23691589,0.7472204,0.8807557,0.7472204,0.7523945,-0.011646874808511272,0.08217269,0.12654519,0.865898,0.940837,0.865898,0.8690594,-0.006173635129872062,0.043836407,0.5583329796791077
base-props__58a25304d5897daa19607fb3b5ce8c1f9d1c340f__爆炸菇（爆炸前）__v335__bubble__54c5e930__c0.mp4,0.4336809,0.92352355,0.8018572,0.5388899,0.58242095,0.0002750019899941265,0.13554056,0.13226902,0.9610251,0.92864454,0.8479394,0.866409,-0.00022508421905426555,0.038650736,0.09641152620315552,0.038578640669584274,0.088499725,0.9447049,0.9259226,0.8855357,0.89455956,-0.00029647462217233765,0.0239397,0.044184804,0.9792915,0.9672232,0.9443509,0.9508452,-0.00010487449027804258,0.01213765,0.6663032174110413
exact-r1__98e308331e62de84e949c3e924bcff35f3f6c9bf__毒蘑菇__v946__bubble__f8dd16ce__c0.mp4,0.732729,0.6811496,0.6548124,0.23070222,0.2850859,-0.026459413643175438,0.2398718,0.18301344,0.8747258,0.8880484,0.7994654,0.81390274,-0.007798526303570289,0.062382676,0.05578237771987915,0.027528861537575722,0.34546274,0.8065157,0.8037098,0.61796856,0.67946756,-0.010743882992993219,0.102465555,0.14067,0.9233446,0.9155773,0.84521264,0.8584182,-0.005174352246310894,0.0471548,0.15274536609649658
exact-r1__10f08b45f5b437b36ac2c7a288fa49b307a4fdb7__蘑菇力__v102__coffee__0ac3f68e__c0.mp4,0.690376,0.72222364,0.7311652,0.27560323,0.45312348,-0.0226372237438741,0.20420533,0.20965505,0.9010892,0.90022594,0.77229226,0.82464546,-0.006898498405580951,0.060239386,0.10894876718521118,0.03789425641298294,0.24536926,0.87579817,0.8728354,0.72218823,0.7788951,-0.00798946789837638,0.0692956,0.107295334,0.9424618,0.93812025,0.8757315,0.9015663,-0.0037936981723242632,0.031557158,0.20645247399806976
generic__6347b4fdacef12020e4808533f7022e254119900__吐司菇__v376__glasses__2acf789a__c0.mp4,0.10740417,0.954103,0.917917,0.85178035,0.86057115,0.0004015348174355156,0.03700995,0.04101181,0.97634804,0.9638111,0.9401374,0.9415857,0.00013425486832267412,0.014066098,0.017557501792907715,0.009316226467490196,0.06659162,0.9557954,0.93423504,0.8925929,0.9007498,0.00012123802669432742,0.022177193,0.02903843,0.98163104,0.9731273,0.9573631,0.9576604,1.1799422648573437e-05,0.009856894,0.6407380104064941
exact-r1__f9aacc031f16f9d76920841e54cb3bc2de5ee57e__爆炸菇（爆炸前）__v1569__bubble__b5c942fa__c0.mp4,0.77416515,0.25769764,0.52618444,0.21089362,0.23655328,-0.041082511394627014,0.29280695,0.24134415,0.74755555,0.8408829,0.74380916,0.7503258,-0.011721592470120076,0.07988453,0.06794846057891846,0.034460946917533875,0.48867366,0.5542648,0.71440125,0.49638525,0.5382148,-0.022519125945483276,0.15951294,0.17768651,0.8128091,0.8753438,0.8117576,0.8132584,-0.008539763187231292,0.059040308,0.17747248709201813
exact-r2__79aac7243697f42e910ae6d4b6bf107bbdc52ab9__毒蘑菇__v758__flag__9622a734__c0.mp4,0.61285305,0.346951,0.46969628,0.32627136,0.34114456,-0.022275290205309044,0.17036483,0.22497916,0.74438226,0.804473,0.7419237,0.7466515,-0.009093856799743848,0.06567964,0.1180119514465332,0.08850129693746567,0.21274287,0.7358466,0.7905902,0.73583615,0.737913,-0.0074839429421858375,0.05461736,0.117765665,0.8623942,0.8929742,0.8565115,0.8620813,-0.0048402976612799764,0.034537982,0.44551974534988403
generic__b2678863871b99530ba9e74fef126b3d90508f99__爆炸菇（爆炸后）__v712__eyemask__532028ec__c0.mp4,0.23374546,0.97571087,0.8725727,0.75679415,0.78916556,-0.0011125204591411859,0.08059642,0.06558621,0.9847342,0.95310575,0.92713636,0.93121994,-0.0004337495965919968,0.023631327,0.03212583065032959,0.019725773483514786,0.13031542,0.9757108,0.9199085,0.8602241,0.8803205,-0.0008258472671621987,0.04216006,0.034402966,0.9879645,0.97283167,0.9586379,0.9602705,-0.0002271142519509991,0.011670874,0.4751301109790802
exact-r2__b5b06b57ef9e8b2cf1280a5501a7a89f0d45f8b4__粽子菇__v1125__bubble__fe0344a1__c0.mp4,0.9306161,0.05201263,0.32609263,0.051889263,0.055169355,-0.04423398482926162,0.32507524,0.6128541,0.38000232,0.6706997,0.3778404,0.39792532,-0.03175353794818812,0.2131719,0.3978683352470398,0.1774754673242569,0.5888551,0.58614403,0.6438672,0.39365035,0.48564172,-0.020254889613554882,0.16527186,0.22074771,0.7710881,0.8481752,0.7710881,0.77686435,-0.010462431686197812,0.07279409,0.17422811686992645
base-noprop__3e0263de42d2cb0db2374a5b45278fcc7a471c0b__毒蘑菇__v0__5fc71fd5__c0.mp4,0.8167826,0.8089578,0.42072996,0.15564775,0.20192082,-0.0029819744672228607,0.22460085,0.4550984,0.92060065,0.7353369,0.5345101,0.63555646,-0.0027246067057485088,0.11381855,0.2929399609565735,0.15890416502952576,0.259843,0.8513377,0.81194305,0.71258724,0.767889,-0.0033107144912712196,0.049009766,0.16245311,0.938916,0.8942411,0.82745004,0.8704606,-0.0013992461880205159,0.032680754,0.4939092695713043
base-props__143077ed5c3203470357eefbac685c008578ef31__炸虾菇__v73__crown__15d9b9b3__c0.mp4,0.3392961,0.9711598,0.89889574,0.6498916,0.73682,-0.005019433825854703,0.09700617,0.08671385,0.98140156,0.96132725,0.90723133,0.9249824,-0.001185138411672688,0.02304668,0.048687636852264404,0.012408740818500519,0.13243824,0.9711598,0.9352528,0.8567495,0.8855581,-0.0017796747180313063,0.03633114,0.040289164,0.9838131,0.973736,0.9536561,0.95804185,-0.0005917082662167822,0.01071601,0.5163673162460327
exact-r1__da37f786e8b4ef0d7e9d8762ea49af897cc15b9d__汉堡菇__v1366__flag__bcb00b8b__c0.mp4,0.6857998,0.3183632,0.6738076,0.28837854,0.32271037,-0.038020542134409384,0.26644114,0.2109983,0.77740926,0.8858689,0.77740926,0.7816275,-0.011531927486653392,0.07904137,0.10710108280181885,0.0444621741771698,0.23684889,0.73809636,0.8498597,0.7373294,0.7455162,-0.012471658321237379,0.08648634,0.10768068,0.8836598,0.93033105,0.8813858,0.8854015,-0.005780904660583015,0.04005834,0.31089773774147034
exact-r2__372c7ce27e46c7f4d9e0604e9cd9045cf4bdec52__粽子菇__v362__flag__cffdcb8f__c0.mp4,0.3955319,0.61589533,0.76102257,0.5916276,0.60743487,-0.017640495076481078,0.12297579,0.17440265,0.82977843,0.899918,0.8201131,0.8306479,-0.007987430326552256,0.055204418,0.037596821784973145,0.024886082857847214,0.2835409,0.7097295,0.8357505,0.7036186,0.7246288,-0.012511371388265748,0.0865842,0.13859999,0.85995495,0.92480403,0.855919,0.86374265,-0.006732773816161496,0.046365514,0.41066694259643555
exact-r1__295ec2fac111fb5afa6570ecaff44ee23b6282e7__蘑菇力__v270__flag__1f2f782d__c0.mp4,0.45537472,0.4454497,0.6989258,0.42040902,0.43693328,-0.02740344967648919,0.19905177,0.17485255,0.77380234,0.86864364,0.7675451,0.77146995,-0.010989941921629926,0.07790957,0.1003568172454834,0.052722081542015076,0.15334636,0.7828917,0.8579702,0.77566487,0.78045,-0.009550495463397648,0.068159595,0.10957277,0.867834,0.92136574,0.86392236,0.865739,-0.006737843862635333,0.047355723,0.4561450779438019
exact-r1__172a155e787da9a4c0e06a8d4aeb9f7404e81fd4__爆炸菇（爆炸前）__v150__glasses__7547fad3__c0.mp4,0.7528995,0.12696208,0.23189689,0.124304675,0.12714204,-0.01703633830363572,0.17454523,0.38061976,0.59196234,0.66147953,0.5677731,0.57240266,-0.011873961614054665,0.09999455,0.2514587640762329,0.2023593634366989,0.29139477,0.6269478,0.7241489,0.62178534,0.62455237,-0.014105111949528626,0.10352267,0.15639812,0.8209071,0.863839,0.8122788,0.81502956,-0.006857164528058929,0.050340015,0.5013619661331177
base-noprop__4de2aa1e433a559a98b48c7eccf7684f044f0cc9__吐司菇__v0__c1d4c5db__c0.mp4,0.73428106,0.3207987,0.38295022,0.23303258,0.24982212,-0.009091518554291718,0.16085175,0.25527215,0.7627363,0.775549,0.72745955,0.73368406,-0.0026562314024084718,0.05361649,0.16470223665237427,0.12305733561515808,0.20579046,0.7740295,0.8006731,0.76274693,0.768922,-0.003618043343069047,0.041895792,0.10038799,0.8859415,0.8986065,0.8836794,0.88522536,-0.0016010336489545448,0.020607859,0.4772675931453705
exact-r2__f1498f3a3c3245f137f45ef7171fbad768a30f29__毒蘑菇__v1519__glasses__ecf6838e__c0.mp4,0.8584428,0.121237025,0.35243958,0.11511266,0.12151097,-0.0344098120589148,0.24446309,0.47687542,0.51080036,0.68149924,0.50838184,0.51823163,-0.02242319173963645,0.15363728,0.35332274436950684,0.21811071038246155,0.23655486,0.7385956,0.8038942,0.73700047,0.73887986,-0.008296234864491266,0.060862873,0.12930256,0.8641231,0.8996099,0.86098117,0.8622343,-0.005222349181005608,0.03677497,0.3391975164413452
base-noprop__58c718f0a628fc78ed40a56ba41c1f7d385533e5__吐司菇__v0__4a89ed6f__c0.mp4,0.6495686,0.79402184,0.6709722,0.28201932,0.31830668,-0.005196240285168525,0.23483393,0.251975,0.9133377,0.86412543,0.70797545,0.7265512,-0.002260045336169214,0.08494911,0.19064080715179443,0.0723409652709961,0.12455785,0.8763819,0.87853754,0.8154435,0.8257725,-0.001576996721297855,0.036310542,0.073427916,0.94254154,0.93646646,0.89861625,0.90385634,-0.000961551494277962,0.021330504,0.5083128213882446
base-noprop__66f41d2f3f0f61298257e508840f1163992f0311__炸虾菇__v0__194587c6__c0.mp4,0.10961884,0.9443971,0.93776727,0.8759096,0.8933191,-0.003068326254607181,0.03116229,0.04688698,0.9695683,0.9698539,0.94546014,0.9545179,-0.0012279495066805084,0.011382648,0.009517133235931396,0.004571341909468174,0.089369655,0.95007896,0.942542,0.8961588,0.9010513,-0.002693952543462225,0.02645223,0.037371278,0.9740802,0.97442526,0.9549773,0.96150416,-0.0010114303337255507,0.00907633,0.2953333258628845
generic__b4b495bee5ab16d6e8983a341ab6f3d948ed5f6c__爆炸菇（爆炸后）__v719__eyemask__b58922f7__c0.mp4,0.12174451,0.86961687,0.8560965,0.79710793,0.81130123,-0.004315706227607894,0.03900329,0.046915412,0.9319917,0.93780816,0.91854894,0.919984,-0.001819475012805628,0.015348056,0.018023669719696045,0.011561469174921513,0.091388345,0.88395333,0.8796629,0.8307041,0.8485085,-0.002411291886695296,0.026005628,0.040766895,0.9446467,0.9493695,0.93154925,0.9367937,-0.001274555685963063,0.011784731,0.3691544532775879
base-noprop__c5e43dd5e62f17a4edf36f4eec759833b39bd954__粽子菇__v0__8775ea40__c0.mp4,0.25482428,0.9538803,0.9158834,0.7320217,0.7647873,-0.0026803914855120254,0.07605501,0.084337234,0.97462726,0.9599456,0.90658236,0.912241,-0.0009193448681133961,0.024890454,0.03371793031692505,0.011701412498950958,0.15720665,0.955214,0.934814,0.8296393,0.85460967,-0.002085425813678701,0.043346465,0.052574337,0.9777224,0.971647,0.9403003,0.9450128,-0.0007836488866994685,0.014764508,0.5643365383148193
exact-r1__f22c2c3174baabfeb05464668cbd01f44b487560__毒蘑菇__v1524__glasses__ae8ba618__c0.mp4,0.8201222,0.32974204,0.35561067,0.15471496,0.19732702,-0.008271588314427697,0.17091902,0.29184574,0.7950871,0.8029742,0.6987525,0.75511867,-0.002108487157011242,0.0555377,0.20148468017578125,0.11084441840648651,0.23036003,0.77959055,0.79888,0.7444769,0.771875,-0.004080290085242165,0.04656984,0.09588343,0.9041336,0.9138184,0.8947314,0.90072346,-0.0018830427774798784,0.0203752,0.4787472188472748
